92,連鎖店,西式,三商巧福,大里店,豐原區,04-24851052,臺中市大里區中興路二段392號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
93,連鎖店,西式,三商巧福,中正店,中區,04-22266213,臺中市中區中山里中正路14號 ,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
94,連鎖店,西式,三商巧福,中清店,中區,04-24259905,臺中市中區中清路208號B1(家樂福量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
95,連鎖店,西式,三商巧福,中平店,太平區,04-22774279,臺中市太平區中平七街70號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
96,連鎖店,西式,三商巧福,水湳店,北屯區,04-22931828,臺中市北屯區中清路58-1號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
97,連鎖店,西式,三商巧福,東山店,北屯區,04-24378879,臺中市北屯區東山路一段233號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
98,連鎖店,西式,三商巧福,太平店,北區,04-22234654,臺中市北區太平路39號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
99,連鎖店,西式,三商巧福,學士店,北區,04-22018074,臺中市北區學士路79號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
100,連鎖店,西式,三商巧福,崇德店,北區,04-22342008,臺中市北區崇德路一段635號(家樂福量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
101,連鎖店,西式,三商巧福,后里店,后里,04-25582305,臺中市后里區甲后路639-6號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
102,連鎖店,西式,三商巧福,西屯店,西屯區,04-23126719,臺中市西屯區西屯路二段30-4號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
103,連鎖店,西式,三商巧福,青海二店,西屯區,04-24516316,臺中市西屯區青海路二段240號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
104,連鎖店,西式,三商巧福,中港二店,西屯區,04-24638269,臺中市西屯區中港路三段118-68號(臺糖量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
105,連鎖店,西式,三商巧福,福康店,西屯區,04-24619285,臺中市西屯區西屯路三段159-57號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
106,連鎖店,西式,三商巧福,府後店,西區,04-22244072,臺中市西區府後街38-4號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
107,連鎖店,西式,三商巧福,美村店,西區,04-23011872,臺中市西區美村路一段173號1樓,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
108,連鎖店,西式,三商巧福,臺中榮總店,西區,04-23594432,臺中市西區中港路三段160號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
109,連鎖店,西式,三商巧福,沙鹿,沙鹿區,04-26632446,臺中市沙鹿區光華路 338號B1 (新天地量販店) ,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
110,連鎖店,西式,三商巧福,東光店,東區,04-22132338,臺中市東區東光路150-2號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
111,連鎖店,西式,三商巧福,精武店,東區,04-22125286,臺中市東區精武東路101號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
112,連鎖店,西式,三商巧福,青海店,南屯區,04-24525506,臺中市南屯區青海路二段207-18號B1(家樂福量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
113,連鎖店,西式,三商巧福,文心店,南屯區,04-22544822,臺中市南屯區文心路一段521號B1(家樂福量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
114,連鎖店,西式,三商巧福,南屯店,南屯區,04-23802123,臺中市南屯區黎明路一段961號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
115,連鎖店,西式,三商巧福,黎明店,南屯區,04-22528046,臺中市南屯區大墩十一街662號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
116,連鎖店,西式,三商巧福,吉安二店,南區,04-22637519,臺中市南區復興路一段359號B2(愛買量販店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
117,連鎖店,西式,三商巧福,復興店,南區,04-22203148,臺中市南區臺中路59號,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
118,連鎖店,西式,三商巧福,豐原三店,豐原區,04-25290906,臺中市豐原區圓環東路441號(臺灣楓康超市),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
